source.name	sequenceID	length	pubmed_id	serotype	genotype	isolate_data.country	isolate_data.collection_year	isolate_data.sampled_host_sci_name
ncbi-curated	EU482639	10679	-	2	2III	Nicaragua: Managua	2006	Homo sapiens
ncbi-curated	EU482640	10676	-	2	2II	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482641	10677	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482642	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482643	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482644	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482645	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482646	10660	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482647	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482648	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482649	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482650	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482651	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482652	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482653	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482654	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482655	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482656	10673	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482657	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482658	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482659	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482660	10666	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482661	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482662	10669	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482663	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482664	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482665	10671	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482666	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482667	10661	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482668	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482669	10665	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482670	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482671	10660	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482672	10678	-	2	2II	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482673	10677	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482674	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482675	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482676	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482677	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482678	10678	-	2	-	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482679	10678	-	2	-	Viet Nam: south	2007	Homo sapiens
ncbi-curated	EU482680	10680	-	2	2III	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU482681	10678	-	2	2III	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU482682	10680	-	2	2III	Nicaragua: Managua	2006	Homo sapiens
ncbi-curated	EU482683	10680	-	2	2III	Nicaragua: Managua	2006	Homo sapiens
ncbi-curated	EU482684	10679	-	2	2III	Nicaragua: Managua	2006	Homo sapiens
ncbi-curated	EU482685	10678	-	2	2III	Nicaragua: Managua	2006	Homo sapiens
ncbi-curated	EU482686	10680	-	2	2III	Nicaragua: Managua	2006	Homo sapiens
ncbi-curated	EU482687	10679	-	2	2III	Nicaragua: Managua	2006	Homo sapiens
ncbi-curated	EU482688	10678	-	2	2III	Nicaragua: Managua	2006	Homo sapiens
ncbi-curated	EU482689	10680	-	2	2III	Nicaragua: Managua	2006	Homo sapiens
ncbi-curated	EU482690	10680	-	2	2III	Nicaragua: Managua	2006	Homo sapiens
ncbi-curated	EU482691	10680	-	2	2III	Nicaragua: Managua	2006	Homo sapiens
ncbi-curated	EU482692	10680	-	2	2III	Nicaragua: Managua	2006	Homo sapiens
ncbi-curated	EU482693	10673	-	2	2III	Nicaragua: Managua	2006	Homo sapiens
ncbi-curated	EU482694	10680	-	2	2III	Nicaragua: Managua	2007	Homo sapiens
ncbi-curated	EU482695	10670	-	2	2III	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU482696	10666	-	2	2III	Nicaragua: Managua	2006	Homo sapiens
ncbi-curated	EU482697	10678	-	2	-	Viet Nam: south	2007	Homo sapiens
ncbi-curated	EU482698	10678	-	2	-	Viet Nam: south	2007	Homo sapiens
ncbi-curated	EU482699	10678	-	2	-	Viet Nam: south	2007	Homo sapiens
ncbi-curated	EU482700	10678	-	2	-	Viet Nam: south	2007	Homo sapiens
ncbi-curated	EU482701	10678	-	2	-	Viet Nam: south	2007	Homo sapiens
ncbi-curated	EU482702	10678	-	2	-	Viet Nam: south	2007	Homo sapiens
ncbi-curated	EU482703	10678	-	2	-	Viet Nam: south	2007	Homo sapiens
ncbi-curated	EU482704	10678	-	2	-	Viet Nam: south	2007	Homo sapiens
ncbi-curated	EU482705	10678	-	2	-	Viet Nam: south	2007	Homo sapiens
ncbi-curated	EU482706	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482707	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482708	10690	-	1	1I	Viet Nam: south	2007	Homo sapiens
ncbi-curated	EU482709	10690	-	1	1I	Viet Nam: south	2007	Homo sapiens
ncbi-curated	EU482710	10690	-	1	1I	Viet Nam: south	2007	Homo sapiens
ncbi-curated	EU482711	10690	-	1	1I	Viet Nam: south	2007	Homo sapiens
ncbi-curated	EU482712	10690	-	1	1I	Viet Nam: south	2007	Homo sapiens
ncbi-curated	EU482713	10690	-	1	1I	Viet Nam: south	2007	Homo sapiens
ncbi-curated	EU482714	10690	-	1	1I	Viet Nam: south	2007	Homo sapiens
ncbi-curated	EU482715	10690	-	1	1I	Viet Nam: south	2007	Homo sapiens
ncbi-curated	EU482716	10690	-	1	1I	Viet Nam: south	2007	Homo sapiens
ncbi-curated	EU482717	10690	-	1	1I	Viet Nam: south	2007	Homo sapiens
ncbi-curated	EU482718	10690	-	1	1I	Viet Nam: south	2007	Homo sapiens
ncbi-curated	EU482719	10678	-	2	2III	USA: Puerto Rico	2006	Homo sapiens
ncbi-curated	EU482720	10678	-	2	2III	USA: Puerto Rico	2006	Homo sapiens
ncbi-curated	EU482721	10678	-	2	2III	USA: Puerto Rico	2006	Homo sapiens
ncbi-curated	EU482722	10668	-	2	2III	USA: Puerto Rico	2002	Homo sapiens
ncbi-curated	EU482723	10678	-	2	2III	USA: Puerto Rico	2002	Homo sapiens
ncbi-curated	EU482724	10678	-	2	2III	USA: Puerto Rico	2005	Homo sapiens
ncbi-curated	EU482725	10678	-	2	2III	USA: Puerto Rico	2006	Homo sapiens
ncbi-curated	EU482726	10678	-	2	2III	USA: Puerto Rico	2006	Homo sapiens
ncbi-curated	EU482727	10678	-	2	2III	USA: Puerto Rico	1998	Homo sapiens
ncbi-curated	EU482728	10675	-	2	2III	USA: Puerto Rico	1998	Homo sapiens
ncbi-curated	EU482729	10678	-	2	2III	USA: Puerto Rico	1999	Homo sapiens
ncbi-curated	EU482730	10629	-	2	2III	USA: Puerto Rico	1999	Homo sapiens
ncbi-curated	EU482731	10678	-	2	2III	USA: Puerto Rico	2005	Homo sapiens
ncbi-curated	EU482732	10678	-	2	2III	USA: Puerto Rico	1998	Homo sapiens
ncbi-curated	EU482733	10676	-	2	2III	USA: Puerto Rico	1998	Homo sapiens
ncbi-curated	EU482734	10678	-	2	2III	USA: Puerto Rico	1998	Homo sapiens
ncbi-curated	EU482735	10678	-	2	2III	USA: Puerto Rico	1998	Homo sapiens
ncbi-curated	EU482736	10678	-	2	2III	USA: Puerto Rico	1994	Homo sapiens
ncbi-curated	EU482737	10678	-	2	2III	USA: Puerto Rico	1994	Homo sapiens
ncbi-curated	EU482738	10678	-	2	2III	USA: Puerto Rico	1998	Homo sapiens
ncbi-curated	EU482739	10678	-	2	2III	USA: Puerto Rico	1994	Homo sapiens
ncbi-curated	EU482740	10678	-	2	2III	USA: Puerto Rico	1994	Homo sapiens
ncbi-curated	EU482741	10678	-	2	2III	USA: Puerto Rico	1994	Homo sapiens
ncbi-curated	EU482742	10678	-	2	2III	USA: Puerto Rico	1988	Homo sapiens
ncbi-curated	EU482743	10679	-	2	2III	USA: Puerto Rico	1989	Homo sapiens
ncbi-curated	EU482744	10677	-	2	2III	USA: Puerto Rico	1989	Homo sapiens
ncbi-curated	EU482745	10678	-	2	2III	USA: Puerto Rico	1989	Homo sapiens
ncbi-curated	EU482746	10678	-	2	2III	USA: Puerto Rico	1989	Homo sapiens
ncbi-curated	EU482747	10678	-	2	2III	USA: Puerto Rico	1988	Homo sapiens
ncbi-curated	EU482748	10681	-	2	2III	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU482749	10679	-	2	2III	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU482750	10679	-	2	2III	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU482751	10680	-	2	2III	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU482752	10679	-	2	2III	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU482753	10677	-	2	2III	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU482754	10668	-	2	2III	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU482755	10679	-	2	2III	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU482756	10679	-	2	2III	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU482757	10675	-	2	2III	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU482758	10679	-	2	2III	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU482759	10679	-	2	2III	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU482760	10679	-	2	2III	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU482761	10679	-	2	2III	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU482762	10678	-	2	2III	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU482763	10679	-	2	2III	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU482766	10679	-	2	2III	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU482769	10679	-	2	2III	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU482770	10678	-	2	2III	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU482771	10679	-	2	2III	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU482772	10680	-	2	2III	Nicaragua: Managua	2006	Homo sapiens
ncbi-curated	EU482773	10680	-	2	2III	Nicaragua: Managua	2006	Homo sapiens
ncbi-curated	EU482774	10678	-	2	-	Viet Nam: south	2004	Homo sapiens
ncbi-curated	EU482775	10678	-	2	-	Viet Nam: south	2004	Homo sapiens
ncbi-curated	EU482776	10678	-	2	-	Viet Nam: south	2005	Homo sapiens
ncbi-curated	EU482777	10678	-	2	-	Viet Nam: south	2005	Homo sapiens
ncbi-curated	EU482778	10677	-	2	-	Viet Nam: south	2003	Homo sapiens
ncbi-curated	EU482779	10678	-	2	-	Viet Nam: south	2003	Homo sapiens
ncbi-curated	EU482780	10678	-	2	-	Viet Nam: south	2003	Homo sapiens
ncbi-curated	EU482781	10678	-	2	-	Viet Nam: south	2003	Homo sapiens
ncbi-curated	EU482782	10678	-	2	-	Viet Nam: south	2003	Homo sapiens
ncbi-curated	EU482783	10677	-	2	-	Viet Nam: south	2003	Homo sapiens
ncbi-curated	EU482784	10679	-	2	-	Viet Nam: south	2003	Homo sapiens
ncbi-curated	EU482785	10678	-	2	-	Viet Nam: south	2003	Homo sapiens
ncbi-curated	EU482786	10678	-	2	-	Viet Nam: south	2003	Homo sapiens
ncbi-curated	EU482787	10678	-	2	-	Viet Nam: south	2003	Homo sapiens
ncbi-curated	EU482788	10678	-	2	-	Viet Nam: south	2003	Homo sapiens
ncbi-curated	EU482789	10690	-	1	1I	Viet Nam: south	2003	Homo sapiens
ncbi-curated	EU482790	10690	-	1	1I	Viet Nam: south	2003	Homo sapiens
ncbi-curated	EU482791	10690	-	1	1I	Viet Nam: south	2003	Homo sapiens
ncbi-curated	EU482792	10690	-	1	1I	Viet Nam: south	2003	Homo sapiens
ncbi-curated	EU482793	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482794	10689	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482795	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482796	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482797	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482798	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482799	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482800	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482801	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482802	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482803	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482804	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482805	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482806	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482807	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482808	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482809	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482810	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482811	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482812	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482813	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482814	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482815	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482816	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482817	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482818	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482819	10688	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482820	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482821	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482822	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482823	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482824	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482825	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482826	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482827	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU482828	10690	-	1	1I	Viet Nam: south	2006	Homo sapiens
ncbi-curated	EU529683	10649	-	3	3III	Venezuela: Aragua	2007	Homo sapiens
ncbi-curated	EU529684	10662	-	3	3III	Venezuela: DF/Caracas	2001	Homo sapiens
ncbi-curated	EU529685	10648	-	3	3III	Venezuela: DF/Caracas	2001	Homo sapiens
ncbi-curated	EU529686	10648	-	3	3III	Venezuela: DF/Caracas	2001	Homo sapiens
ncbi-curated	EU529687	10648	-	3	3III	Venezuela: DF/Caracas	2001	Homo sapiens
ncbi-curated	EU529688	10648	-	3	3III	Venezuela: DF/Caracas	2001	Homo sapiens
ncbi-curated	EU529689	10648	-	3	3III	Venezuela: DF/Caracas	2001	Homo sapiens
ncbi-curated	EU529690	10648	-	3	3III	Venezuela: DF/Caracas	2001	Homo sapiens
ncbi-curated	EU529691	10648	-	3	3III	Venezuela: DF/Caracas	2001	Homo sapiens
ncbi-curated	EU529692	10648	-	3	3III	USA: Puerto Rico	2006	Homo sapiens
ncbi-curated	EU529693	10639	-	2	2III	USA: Puerto Rico	2004	Homo sapiens
ncbi-curated	EU529694	10678	-	2	2III	USA: Puerto Rico	1994	Homo sapiens
ncbi-curated	EU529695	10666	-	2	2III	USA: Puerto Rico	1994	Homo sapiens
ncbi-curated	EU529696	10651	-	3	3III	USA: Puerto Rico	1999	Homo sapiens
ncbi-curated	EU529697	10648	-	3	3III	USA: Puerto Rico	2000	Homo sapiens
ncbi-curated	EU529698	10648	-	3	3III	USA: Puerto Rico	2006	Homo sapiens
ncbi-curated	EU529699	10648	-	3	3III	USA: Puerto Rico	2006	Homo sapiens
ncbi-curated	EU529700	10678	-	2	2III	USA: Puerto Rico	1994	Homo sapiens
ncbi-curated	EU529701	10678	-	2	2III	USA: Puerto Rico	1991	Homo sapiens
ncbi-curated	EU529703	10649	-	3	3III	USA: Puerto Rico	1998	Homo sapiens
ncbi-curated	EU529704	10649	-	3	3III	USA: Puerto Rico	2004	Homo sapiens
ncbi-curated	EU529705	10648	-	3	3III	USA: Puerto Rico	2004	Homo sapiens
ncbi-curated	EU529706	10668	-	2	2III	USA: Puerto Rico	2006	Homo sapiens
ncbi-curated	EU569688	10648	-	3	3III	Venezuela: DF/Caracas	2001	Homo sapiens
ncbi-curated	EU569689	10648	-	3	3III	Venezuela: DF/Caracas	2001	Homo sapiens
ncbi-curated	EU569690	10648	-	3	3III	Venezuela: DF/Caracas	2001	Homo sapiens
ncbi-curated	EU569691	10651	-	3	3III	Venezuela: DF/Caracas	2001	Homo sapiens
ncbi-curated	EU569692	10674	-	2	2III	Nicaragua: Managua	2007	Homo sapiens
ncbi-curated	EU569693	10680	-	2	2III	Nicaragua: Managua	2007	Homo sapiens
ncbi-curated	EU569694	10680	-	2	2III	Nicaragua: Managua	2007	Homo sapiens
ncbi-curated	EU569695	10680	-	2	2III	Nicaragua: Managua	2007	Homo sapiens
ncbi-curated	EU569696	10664	-	2	2III	Nicaragua: Managua	2007	Homo sapiens
ncbi-curated	EU569697	10680	-	2	2III	Nicaragua: Managua	2007	Homo sapiens
ncbi-curated	EU569698	10680	-	2	2III	Nicaragua: Managua	2007	Homo sapiens
ncbi-curated	EU569699	10678	-	2	2III	Nicaragua: Managua	2007	Homo sapiens
ncbi-curated	EU569700	10679	-	2	2III	Nicaragua: Managua	2007	Homo sapiens
ncbi-curated	EU569701	10680	-	2	2III	Nicaragua: Managua	2007	Homo sapiens
ncbi-curated	EU569702	10679	-	2	2III	Nicaragua: Managua	2007	Homo sapiens
ncbi-curated	EU569703	10663	-	2	2III	USA: Puerto Rico	1996	Homo sapiens
ncbi-curated	EU569704	10668	-	2	2III	USA: Puerto Rico	1986	Homo sapiens
ncbi-curated	EU569705	10663	-	2	2III	USA: Puerto Rico	1993	Homo sapiens
ncbi-curated	EU569706	10678	-	2	2III	USA: Puerto Rico	1995	Homo sapiens
ncbi-curated	EU569707	10678	-	2	2III	USA: Puerto Rico	1995	Homo sapiens
ncbi-curated	EU569708	10678	-	2	2III	USA: Puerto Rico	1995	Homo sapiens
ncbi-curated	EU569709	10678	-	2	2III	USA: Puerto Rico	1996	Homo sapiens
ncbi-curated	EU569710	10678	-	2	2III	USA: Puerto Rico	1996	Homo sapiens
ncbi-curated	EU569711	10678	-	2	2III	USA: Puerto Rico	1998	Homo sapiens
ncbi-curated	EU569712	10677	-	2	2III	USA: Puerto Rico	1998	Homo sapiens
ncbi-curated	EU569713	10677	-	2	2III	USA: Puerto Rico	1997	Homo sapiens
ncbi-curated	EU569714	10678	-	2	2III	USA: Puerto Rico	1997	Homo sapiens
ncbi-curated	EU569715	10678	-	2	2III	USA: Puerto Rico	1997	Homo sapiens
ncbi-curated	EU569716	10678	-	2	2III	USA: Puerto Rico	1997	Homo sapiens
ncbi-curated	EU569717	10678	-	2	2III	USA: Puerto Rico	1997	Homo sapiens
ncbi-curated	EU569718	10663	-	2	2III	USA: Puerto Rico	1997	Homo sapiens
ncbi-curated	EU569719	10677	-	2	2III	USA: Puerto Rico	1997	Homo sapiens
ncbi-curated	EU569720	10723	-	2	2III	USA: Puerto Rico	1997	Homo sapiens
ncbi-curated	EU569721	10678	-	2	-	Viet Nam: South	2006	Homo sapiens
ncbi-curated	EU596483	10680	-	2	2III	Nicaragua: Managua	2006	Homo sapiens
ncbi-curated	EU596484	10678	-	2	2III	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU596485	10678	-	2	2III	USA: Puerto Rico	1996	Homo sapiens
ncbi-curated	EU596486	10678	-	2	2III	USA: Puerto Rico	1996	Homo sapiens
ncbi-curated	EU596487	10666	-	2	2III	USA: Puerto Rico	1998	Homo sapiens
ncbi-curated	EU596488	10678	-	2	2III	USA: Puerto Rico	2007	Homo sapiens
ncbi-curated	EU596489	10678	-	2	2III	USA: Puerto Rico	2007	Homo sapiens
ncbi-curated	EU596490	10678	-	2	2III	USA: Puerto Rico	2007	Homo sapiens
ncbi-curated	EU596491	10678	-	2	2III	USA: Puerto Rico	2007	Homo sapiens
ncbi-curated	EU596492	10648	-	3	3III	USA: Puerto Rico	2007	Homo sapiens
ncbi-curated	EU596493	10648	-	3	3III	USA: Puerto Rico	2007	Homo sapiens
ncbi-curated	EU596494	10648	-	3	3III	USA: Puerto Rico	2007	Homo sapiens
ncbi-curated	EU596495	10679	-	2	2III	Nicaragua: Managua	2007	Homo sapiens
ncbi-curated	EU596496	10681	-	2	2III	Nicaragua: Managua	2007	Homo sapiens
ncbi-curated	EU596497	10680	-	2	2III	Nicaragua: Managua	2007	Homo sapiens
ncbi-curated	EU596498	10680	-	2	2III	Nicaragua: Managua	2007	Homo sapiens
ncbi-curated	EU596499	10663	-	2	2III	Nicaragua: Managua	2007	Homo sapiens
ncbi-curated	EU596500	10680	-	2	2III	Nicaragua: Managua	2007	Homo sapiens
ncbi-curated	EU596501	10690	-	1	1V	Nicaragua: Managua	2004	Homo sapiens
ncbi-curated	EU596502	10690	-	1	1V	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU596503	10690	-	1	1V	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU596504	10690	-	1	1V	Nicaragua: Managua	2005	Homo sapiens
ncbi-curated	EU621672	10711	-	2	2III	Nicaragua: Managua	2007	Homo sapiens
ncbi-curated	EU660390	10690	-	1	1I	Viet Nam: South	2006	Homo sapiens
ncbi-curated	EU660391	10690	-	1	1I	Viet Nam: South	2006	Homo sapiens
ncbi-curated	EU660392	10690	-	1	1I	Viet Nam: South	2006	Homo sapiens
ncbi-curated	EU660393	10690	-	1	1I	Viet Nam: South	2006	Homo sapiens
ncbi-curated	EU660394	10690	-	1	1I	Viet Nam: South	2006	Homo sapiens
ncbi-curated	EU660395	10690	-	1	1I	Viet Nam: South	2007	Homo sapiens
ncbi-curated	EU660396	10690	-	1	1I	Viet Nam: South	2006	Homo sapiens
ncbi-curated	EU660397	10690	-	1	1I	Viet Nam: South	2006	Homo sapiens
ncbi-curated	EU660398	10639	-	2	2III	USA: Puerto Rico	1989	Homo sapiens
ncbi-curated	EU660399	10678	-	2	2III	USA: Puerto Rico	1995	Homo sapiens
ncbi-curated	EU660400	10677	-	2	2III	USA: Puerto Rico	1998	Homo sapiens
ncbi-curated	EU660401	10690	-	1	1I	Viet Nam: South	2006	Homo sapiens
ncbi-curated	EU660402	10690	-	1	1I	Viet Nam: South	2006	Homo sapiens
ncbi-curated	EU660403	10679	-	1	1I	Viet Nam: South	2006	Homo sapiens
ncbi-curated	EU660404	10709	-	2	2III	Nicaragua: Managua	2007	Homo sapiens
ncbi-curated	EU660405	10680	-	2	2III	Nicaragua: Managua	2007	Homo sapiens
ncbi-curated	EU660406	10679	-	2	2III	Nicaragua: Managua	2007	Homo sapiens
ncbi-curated	EU660407	10663	-	3	3II	Viet Nam: South	2006	Homo sapiens
ncbi-curated	EU660408	10653	-	3	3II	Viet Nam: South	2006	Homo sapiens
ncbi-curated	EU660409	10663	-	3	3II	Viet Nam: South	2006	Homo sapiens
ncbi-curated	EU660410	10653	-	3	3II	Viet Nam: South	2006	Homo sapiens
ncbi-curated	EU660411	10663	-	3	3II	Viet Nam: South	2006	Homo sapiens
ncbi-curated	EU660412	10690	-	1	1I	Viet Nam: South	2007	Homo sapiens
ncbi-curated	EU660413	10678	-	2	-	Viet Nam: South	2007	Homo sapiens
ncbi-curated	EU660414	10678	-	2	-	Viet Nam: South	2007	Homo sapiens
ncbi-curated	EU660415	10711	-	2	-	Viet Nam: South	2007	Homo sapiens
ncbi-curated	EU660416	10678	-	2	-	Viet Nam: South	2007	Homo sapiens
ncbi-curated	EU660417	10678	-	2	-	Viet Nam: South	2007	Homo sapiens
ncbi-curated	EU660418	10690	-	1	1I	Viet Nam: South	2007	Homo sapiens
ncbi-curated	EU660419	10690	-	1	1I	Viet Nam: South	2007	Homo sapiens
ncbi-curated	EU660420	10663	-	3	3III	Venezuela: DF/Caracas	2001	Homo sapiens
ncbi-curated	EU677137	10661	-	2	-	Viet Nam: South	2007	Homo sapiens
ncbi-curated	EU677138	10678	-	2	-	Viet Nam: South	2007	Homo sapiens
ncbi-curated	EU677139	10690	-	1	1I	Viet Nam: South	2007	Homo sapiens
ncbi-curated	EU677140	10690	-	1	1I	Viet Nam: South	2007	Homo sapiens
ncbi-curated	EU677141	10677	-	2	2III	USA: Puerto Rico	1996	Homo sapiens
ncbi-curated	EU677142	10678	-	2	2III	USA: Puerto Rico	1999	Homo sapiens
ncbi-curated	EU677143	10678	-	2	2III	USA: Puerto Rico	1999	Homo sapiens
ncbi-curated	EU677144	10678	-	2	2III	USA: Puerto Rico	1999	Homo sapiens
ncbi-curated	EU677145	10678	-	2	2III	USA: Puerto Rico	1999	Homo sapiens
ncbi-curated	EU677146	10678	-	2	2III	USA: Puerto Rico	2004	Homo sapiens
ncbi-curated	EU677147	10678	-	2	2III	USA: Puerto Rico	2004	Homo sapiens
ncbi-curated	EU677148	10678	-	2	-	Viet Nam: South	2007	Homo sapiens
ncbi-curated	EU677149	10661	-	2	-	Viet Nam: South	2007	Homo sapiens
ncbi-curated	EU677150	10691	-	1	1I	Viet Nam: South	2007	Homo sapiens
ncbi-curated	EU677151	10690	-	1	1I	Viet Nam: South	2007	Homo sapiens
ncbi-curated	EU677152	10690	-	1	1I	Viet Nam: South	2007	Homo sapiens
ncbi-curated	EU677153	10690	-	1	1I	Viet Nam: South	2007	Homo sapiens
ncbi-curated	EU677154	10690	-	1	1I	Viet Nam: South	2007	Homo sapiens
ncbi-curated	EU677155	10690	-	1	1I	Viet Nam: South	2007	Homo sapiens
ncbi-curated	EU677156	10690	-	1	1I	Viet Nam: South	2007	Homo sapiens
