sequenceID	fasta_name	Country	collection_date	serotype	old_genotype	genotype	major_lineage	minor_lineage	trimmed_coverage	source
OR029760	OR029760.1|2019-08-16	China	16/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029949	OR029949.1|2019-08-15	China	15/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029950	OR029950.1|2019-08-15	China	15/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029951	OR029951.1|2019-08-15	China	15/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029782	OR029782.1|2019-08-19	China	19/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029931	OR029931.1|2019-08-14	China	14/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029952	OR029952.1|2019-08-15	China	15/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029942	OR029942.1|2019-08-14	China	14/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029742	OR029742.1|2019-08-15	China	15/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029767	OR029767.1|2019-08-18	China	18/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029764	OR029764.1|2019-08-17	China	17/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029768	OR029768.1|2019-08-18	China	18/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029797	OR029797.1|2019-08-20	China	20/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029743	OR029743.1|2019-08-15	China	15/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029788	OR029788.1|2019-08-19	China	19/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029944	OR029944.1|2019-08-14	China	14/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029802	OR029802.1|2019-08-20	China	20/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029745	OR029745.1|2019-08-16	China	16/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029750	OR029750.1|2019-08-16	China	16/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029774	OR029774.1|2019-08-18	China	18/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029856	OR029856.1|2019-08-04	China	04/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029841	OR029841.1|2019-08-02	China	02/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029953	OR029953.1|2019-08-15	China	15/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029794	OR029794.1|2019-08-20	China	20/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029805	OR029805.1|2019-08-19	China	19/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029772	OR029772.1|2019-08-18	China	18/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029956	OR029956.1|2019-08-14	China	14/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029843	OR029843.1|2019-08-02	China	02/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029785	OR029785.1|2019-08-19	China	19/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029886	OR029886.1|2019-08-09	China	09/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029773	OR029773.1|2019-08-18	China	18/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029833	OR029833.1|2019-07-31	China	31/07/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029837	OR029837.1|2019-08-01	China	01/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029905	OR029905.1|2019-08-12	China	12/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029816	OR029816.1|2019-08-20	China	20/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029887	OR029887.1|2019-08-10	China	10/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029766	OR029766.1|2019-08-18	China	18/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029850	OR029850.1|2019-08-03	China	03/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029815	OR029815.1|2019-08-21	China	21/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029859	OR029859.1|2019-08-05	China	05/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029863	OR029863.1|2019-08-05	China	05/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029779	OR029779.1|2019-08-19	China	19/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029880	OR029880.1|2019-08-08	China	08/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029933	OR029933.1|2019-08-13	China	13/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029900	OR029900.1|2019-08-11	China	11/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029847	OR029847.1|2019-08-02	China	02/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029878	OR029878.1|2019-08-08	China	08/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029771	OR029771.1|2019-08-18	China	18/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029932	OR029932.1|2019-08-13	China	13/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029800	OR029800.1|2019-08-20	China	20/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029895	OR029895.1|2019-08-11	China	11/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029860	OR029860.1|2019-08-05	China	05/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029920	OR029920.1|2019-08-12	China	12/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029917	OR029917.1|2019-08-12	China	12/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029871	OR029871.1|2019-08-06	China	06/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029867	OR029867.1|2019-08-06	China	06/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029817	OR029817.1|2019-07-24	China	24/07/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029811	OR029811.1|2019-08-21	China	21/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029868	OR029868.1|2019-08-06	China	06/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029801	OR029801.1|2019-08-20	China	20/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029780	OR029780.1|2019-08-19	China	19/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029798	OR029798.1|2019-08-20	China	20/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029784	OR029784.1|2019-08-19	China	19/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029855	OR029855.1|2019-08-04	China	04/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029939	OR029939.1|2019-08-14	China	14/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029898	OR029898.1|2019-08-12	China	12/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029927	OR029927.1|2019-08-12	China	12/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029770	OR029770.1|2019-08-18	China	18/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029884	OR029884.1|2019-08-08	China	08/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029948	OR029948.1|2019-08-15	China	15/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029921	OR029921.1|2019-08-13	China	13/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029813	OR029813.1|2019-08-21	China	21/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029912	OR029912.1|2019-08-13	China	13/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029876	OR029876.1|2019-08-07	China	07/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029897	OR029897.1|2019-08-11	China	11/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029744	OR029744.1|2019-08-16	China	16/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029914	OR029914.1|2019-08-12	China	12/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029896	OR029896.1|2019-08-11	China	11/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029799	OR029799.1|2019-08-19	China	19/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029882	OR029882.1|2019-08-08	China	08/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029823	OR029823.1|2019-07-29	China	29/07/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029825	OR029825.1|2019-07-29	China	29/07/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029923	OR029923.1|2019-08-13	China	13/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029945	OR029945.1|2019-08-14	China	14/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029899	OR029899.1|2019-08-12	China	12/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029829	OR029829.1|2019-07-30	China	30/07/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029781	OR029781.1|2019-08-19	China	19/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029865	OR029865.1|2019-08-06	China	06/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029919	OR029919.1|2019-08-12	China	12/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029915	OR029915.1|2019-08-12	China	12/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029807	OR029807.1|2019-08-20	China	20/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029751	OR029751.1|2019-08-16	China	16/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029844	OR029844.1|2019-08-01	China	01/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029757	OR029757.1|2019-08-17	China	17/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029930	OR029930.1|2019-08-13	China	13/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029852	OR029852.1|2019-08-04	China	04/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029752	OR029752.1|2019-08-16	China	16/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029839	OR029839.1|2019-08-02	China	02/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029954	OR029954.1|2019-08-15	China	15/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029874	OR029874.1|2019-08-07	China	07/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029818	OR029818.1|2019-07-28	China	28/07/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029755	OR029755.1|2019-08-17	China	17/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029903	OR029903.1|2019-08-12	China	12/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029840	OR029840.1|2019-08-02	China	02/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029806	OR029806.1|2019-08-19	China	19/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029922	OR029922.1|2019-08-13	China	13/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029861	OR029861.1|2019-08-05	China	05/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029872	OR029872.1|2019-08-06	China	06/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029791	OR029791.1|2019-08-19	China	19/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029756	OR029756.1|2019-08-17	China	17/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029858	OR029858.1|2019-08-05	China	05/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029826	OR029826.1|2019-07-29	China	29/07/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029753	OR029753.1|2019-08-16	China	16/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029866	OR029866.1|2019-08-05	China	05/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029909	OR029909.1|2019-08-12	China	12/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029828	OR029828.1|2019-07-30	China	30/07/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029918	OR029918.1|2019-08-12	China	12/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029870	OR029870.1|2019-08-06	China	06/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029967	OR029967.1|2019-08-02	China	02/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029857	OR029857.1|2019-08-05	China	05/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029893	OR029893.1|2019-08-10	China	10/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029881	OR029881.1|2019-08-08	China	08/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029804	OR029804.1|2019-08-20	China	20/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029869	OR029869.1|2019-08-06	China	06/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029761	OR029761.1|2019-08-17	China	17/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029769	OR029769.1|2019-08-18	China	18/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029957	OR029957.1|2019-08-15	China	15/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029851	OR029851.1|2019-08-03	China	03/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029762	OR029762.1|2019-08-17	China	17/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029821	OR029821.1|2019-07-28	China	28/07/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029763	OR029763.1|2019-08-17	China	17/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029854	OR029854.1|2019-08-04	China	04/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029808	OR029808.1|2019-08-19	China	19/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029964	OR029964.1|2019-08-16	China	16/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029888	OR029888.1|2019-08-10	China	10/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029904	OR029904.1|2019-08-12	China	12/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029838	OR029838.1|2019-08-01	China	01/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029831	OR029831.1|2019-07-30	China	30/07/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029803	OR029803.1|2019-08-20	China	20/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029778	OR029778.1|2019-08-19	China	19/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029758	OR029758.1|2019-08-17	China	17/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029938	OR029938.1|2019-08-14	China	14/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029787	OR029787.1|2019-08-19	China	19/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029830	OR029830.1|2019-07-31	China	31/07/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029877	OR029877.1|2019-08-08	China	08/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029946	OR029946.1|2019-08-14	China	14/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029848	OR029848.1|2019-08-03	China	03/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029966	OR029966.1|2019-08-01	China	01/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029819	OR029819.1|2019-07-28	China	28/07/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029846	OR029846.1|2019-08-02	China	02/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029795	OR029795.1|2019-08-20	China	20/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029827	OR029827.1|2019-07-30	China	30/07/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029786	OR029786.1|2019-08-19	China	19/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029822	OR029822.1|2019-07-29	China	29/07/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029812	OR029812.1|2019-08-21	China	21/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029947	OR029947.1|2019-08-14	China	14/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029875	OR029875.1|2019-08-07	China	07/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029790	OR029790.1|2019-08-19	China	19/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029960	OR029960.1|2019-08-15	China	15/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029746	OR029746.1|2019-08-16	China	16/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029796	OR029796.1|2019-08-20	China	20/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029749	OR029749.1|2019-08-16	China	16/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029832	OR029832.1|2019-07-31	China	31/07/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029820	OR029820.1|2019-07-28	China	28/07/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029836	OR029836.1|2019-08-01	China	01/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029775	OR029775.1|2019-08-18	China	18/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029879	OR029879.1|2019-08-08	China	08/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029902	OR029902.1|2019-08-12	China	12/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029789	OR029789.1|2019-08-19	China	19/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029853	OR029853.1|2019-08-04	China	04/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029864	OR029864.1|2019-08-04	China	04/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029759	OR029759.1|2019-08-17	China	17/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029862	OR029862.1|2019-08-04	China	04/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029970	OR029970.1|2019-08-12	China	12/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029824	OR029824.1|2019-07-29	China	29/07/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029913	OR029913.1|2019-08-13	China	13/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029916	OR029916.1|2019-08-12	China	12/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029894	OR029894.1|2019-08-11	China	11/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029777	OR029777.1|2019-08-19	China	19/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029842	OR029842.1|2019-08-02	China	02/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029873	OR029873.1|2019-08-07	China	07/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029929	OR029929.1|2019-08-13	China	13/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029814	OR029814.1|2019-08-21	China	21/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029924	OR029924.1|2019-08-13	China	13/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029748	OR029748.1|2019-08-15	China	15/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029834	OR029834.1|2019-07-31	China	31/07/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029835	OR029835.1|2019-08-01	China	01/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029747	OR029747.1|2019-08-16	China	16/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029968	OR029968.1|2019-08-03	China	03/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029776	OR029776.1|2019-08-19	China	19/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029810	OR029810.1|2019-08-21	China	21/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029883	OR029883.1|2019-08-08	China	08/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
MW261830	MW261830.1|2019-11-30	China	30/11/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
MN923094	MN923094.1|2019-10-02	China	02/10/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
MN923089	MN923089.1|2019-08-25	China	25/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
MW261844	MW261844.1|2019-11-30	China	30/11/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029845	OR029845.1|2019-08-02	China	02/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029926	OR029926.1|2019-08-13	China	13/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029891	OR029891.1|2019-08-11	China	11/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029889	OR029889.1|2019-08-10	China	10/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029911	OR029911.1|2019-08-12	China	12/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029940	OR029940.1|2019-08-13	China	13/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029925	OR029925.1|2019-08-13	China	13/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029906	OR029906.1|2019-08-12	China	12/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029936	OR029936.1|2019-08-13	China	13/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029935	OR029935.1|2019-08-12	China	12/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029941	OR029941.1|2019-08-14	China	14/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029890	OR029890.1|2019-08-10	China	10/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029908	OR029908.1|2019-08-11	China	11/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029849	OR029849.1|2019-08-03	China	03/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029892	OR029892.1|2019-08-10	China	10/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029907	OR029907.1|2019-08-11	China	11/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029955	OR029955.1|2019-08-15	China	15/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OM349567	OM349567.1|2019-05-24	China	24/05/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
ON867003	ON867003.1|2019-05-24	Cambodia	24/05/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
ON908218	ON908218.1|2019-05-24	Cambodia	24/05/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029885	OR029885.1|2019-08-09	China	09/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029910	OR029910.1|2019-08-12	China	12/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
MN923097	MN923097.1|2019-08-30	China	30/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OR029969	OR029969.1|2019-08-12	China	12/08/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
MW261835	MW261835.1|2019-11-30	China	30/11/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
MW261842	MW261842.1|2019-11-30	China	30/11/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
MW261848	MW261848.1|2019-11-30	China	30/11/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
MW261834	MW261834.1|2019-11-30	China	30/11/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
MN960677	MN960677.1|2019-12-11	China	11/12/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
MN923083	MN923083.1|2019-09-25	China	25/09/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
MW261843	MW261843.1|2019-11-30	China	30/11/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
MW548420	MW548420.1|2019-09-12	China	12/09/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
MW261833	MW261833.1|2019-11-30	China	30/11/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
MN444624	MN444624.1|2019-06-07	China	07/06/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
MW386862	MW386862.1|2019-10	China	2019-10	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
MW386864	MW386864.1|2019-10	China	2019-10	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
MW386865	MW386865.1|2019-10	China	2019-10	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OM281575	OM281575.1|2019-12	Cambodia	2019-12	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OK159969	OK159969.1|2019-07	Cambodia	2019-07	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OK159971	OK159971.1|2019-08	Cambodia	2019-08	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OL412703	OL412703.1|2019-07	Cambodia	2019-07	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
MN923079	MN923079.1|2019-09-25	China	25/09/2019	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OM281581	OM281581.1|2019-12	Cambodia	2019-12	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OM281579	OM281579.1|2019-12	Cambodia	2019-12	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OK159953	OK159953.1|2019-08	Cambodia	2019-08	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OL412678	OL412678.1|2019-07	Cambodia	2019-07	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OL411498	OL411498.1|2019-08	Cambodia	2019-08	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
OK159940	OK159940.1|2019-07	Cambodia	2019-07	DENV1	1I	1I	1I_E	1I_E.1	1	genbank
